LAT,LON,YEAR,MO,DY,QV2M,RH2M,PS,PRECTOT,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
39.75,32.75,2015,01,01,    4.53,   93.11,   89.50,   10.26,    6.22,    2.09,    0.83,    0.84,    4.72,   -1.51,    1.84,    4.13,    1.84,    2.14,    1.73,    6.27,    3.57,    3.52,    2.56
39.75,32.75,2015,01,02,    3.25,   85.43,   89.98,    0.32,    7.22,   -1.70,   -3.52,   -3.51,    2.93,   -4.29,   -1.48,    3.30,    2.49,    2.51,    1.62,    5.81,    4.11,    4.07,    2.85
39.75,32.75,2015,01,03,    3.24,   88.15,   89.85,    0.01,    7.97,   -2.49,   -3.57,   -3.56,    3.41,   -4.57,   -1.96,    4.12,    3.57,    0.57,    0.36,    4.69,    3.94,    2.88,    2.08
39.75,32.75,2015,01,04,    3.10,   81.68,   89.31,    0.73,    6.77,   -1.54,   -4.20,   -4.18,    2.50,   -4.27,   -1.61,    5.45,    3.38,    3.01,    2.25,    8.46,    5.63,    5.77,    4.16
39.75,32.75,2015,01,05,    3.16,   80.07,   88.72,    1.78,    5.96,   -0.85,   -4.08,   -4.06,    2.51,   -3.45,   -1.17,    5.13,    4.40,    2.93,    2.06,    8.06,    6.46,    4.76,    3.46
39.75,32.75,2015,01,06,    2.80,   83.45,   87.99,    4.84,    4.30,   -3.53,   -5.64,   -5.62,   -0.84,   -5.15,   -3.44,    9.06,    6.77,    2.15,    2.05,   11.21,    8.82,    5.91,    4.61
39.75,32.75,2015,01,07,    2.12,   78.48,   89.17,    1.04,    6.74,   -6.20,   -8.95,   -8.88,   -4.10,  -10.84,   -6.14,    6.70,    5.38,    3.76,    2.93,   10.46,    8.31,    8.28,    6.36
39.75,32.75,2015,01,08,    1.27,   67.70,   90.35,    0.36,    7.25,  -11.00,  -14.26,  -14.03,   -7.09,  -14.34,  -10.60,    4.34,    4.00,    3.76,    2.76,    8.09,    6.76,    6.91,    5.30
39.75,32.75,2015,01,09,    1.23,   71.14,   90.50,    0.01,    7.78,  -12.29,  -14.59,  -14.39,   -7.07,  -14.85,  -11.63,    4.64,    3.55,    0.71,    0.60,    5.34,    4.14,    3.25,    2.51
39.75,32.75,2015,01,10,    1.93,   84.53,   89.44,    1.84,    8.40,   -8.20,  -10.43,  -10.32,   -4.90,  -13.31,   -8.30,    3.85,    3.68,    3.24,    2.20,    7.09,    5.88,    5.35,    4.21
39.75,32.75,2015,01,11,    3.21,   93.45,   89.85,    0.39,    8.15,   -3.13,   -3.85,   -3.85,    1.18,   -6.97,   -2.86,    5.25,    4.63,    2.45,    1.74,    7.70,    6.37,    5.95,    4.48
39.75,32.75,2015,01,12,    3.95,   93.57,   89.68,    3.62,    6.97,   -0.58,   -1.11,   -1.11,    3.44,   -3.53,   -0.11,    5.80,    4.62,    5.25,    3.22,   11.06,    7.84,    8.53,    6.06
39.75,32.75,2015,01,13,    3.52,   90.70,   90.14,    6.49,    7.63,   -1.66,   -2.51,   -2.50,    2.57,   -5.06,   -1.18,    4.25,    3.50,    3.84,    2.76,    8.09,    6.26,    6.16,    4.27
39.75,32.75,2015,01,14,    3.08,   85.17,   90.02,    0.00,    9.62,   -3.90,   -4.25,   -4.23,    3.78,   -5.85,   -2.16,    2.18,    1.42,    1.59,    1.11,    3.77,    2.53,    2.70,    2.00
39.75,32.75,2015,01,15,    3.61,   95.30,   89.70,    0.01,    9.11,   -2.64,   -2.30,   -2.30,    3.57,   -5.54,   -1.56,    2.89,    1.87,    1.02,    0.67,    3.91,    2.55,    2.62,    1.84
39.75,32.75,2015,01,16,    3.66,   89.16,   90.02,    0.01,    6.87,   -1.55,   -1.97,   -1.96,    4.14,   -2.73,   -0.44,    1.35,    0.89,    0.92,    0.63,    2.27,    1.51,    1.57,    1.14
39.75,32.75,2015,01,17,    3.36,   88.19,   90.49,    0.00,    7.54,   -2.13,   -3.01,   -3.00,    3.41,   -4.13,   -1.38,    2.10,    1.34,    0.63,    0.56,    2.73,    1.91,    1.79,    1.29
39.75,32.75,2015,01,18,    3.13,   86.81,   90.67,    0.00,    9.31,   -2.02,   -3.92,   -3.91,    3.90,   -5.41,   -2.10,    1.68,    1.08,    1.65,    1.36,    3.33,    2.44,    2.46,    1.88
39.75,32.75,2015,01,19,    2.96,   86.27,   90.34,    0.00,    6.32,   -2.62,   -4.64,   -4.62,    1.21,   -5.11,   -2.80,    1.55,    1.52,    2.22,    1.66,    3.77,    3.17,    2.91,    2.20
39.75,32.75,2015,01,20,    3.40,   84.44,   90.18,    0.00,   12.42,   -1.77,   -2.99,   -2.98,    6.53,   -5.89,   -0.66,    2.35,    1.04,    1.91,    1.38,    4.27,    2.42,    2.93,    1.97
39.75,32.75,2015,01,21,    4.13,   84.79,   89.99,    0.00,    8.63,    0.63,   -0.40,   -0.39,    7.85,   -0.78,    1.94,    1.62,    1.74,    2.55,    1.80,    4.18,    3.55,    3.37,    2.30
39.75,32.75,2015,01,22,    3.99,   87.48,   90.29,    0.00,    8.78,    0.44,   -0.77,   -0.76,    7.44,   -1.34,    1.07,    4.35,    2.23,    0.60,    0.49,    4.95,    2.71,    2.56,    1.79
39.75,32.75,2015,01,23,    3.85,   82.00,   89.98,    0.01,   11.27,    0.42,   -1.29,   -1.28,    9.17,   -2.10,    1.43,    3.78,    2.09,    3.51,    2.22,    7.28,    4.31,    5.07,    3.23
39.75,32.75,2015,01,24,    4.06,   81.15,   89.42,    0.07,   12.00,    1.29,   -0.75,   -0.73,    9.83,   -2.17,    2.22,    4.03,    4.03,    4.12,    2.67,    8.16,    6.70,    6.28,    4.04
39.75,32.75,2015,01,25,    4.73,   98.31,   89.57,    1.15,    6.69,    0.55,    1.44,    1.44,    5.91,   -0.78,    1.69,    5.39,    3.58,    1.58,    1.08,    6.98,    4.66,    4.39,    2.88
39.75,32.75,2015,01,26,    4.38,   89.22,   89.78,    0.24,    8.59,    0.92,    0.43,    0.43,    7.42,   -1.17,    2.00,    2.23,    2.06,    1.86,    1.38,    4.09,    3.44,    2.79,    2.03
39.75,32.75,2015,01,27,    4.54,   87.04,   89.56,    0.27,    9.79,    2.01,    0.88,    0.89,    8.82,   -0.97,    2.82,    5.45,    3.07,    2.56,    1.76,    8.01,    4.82,    4.72,    3.22
39.75,32.75,2015,01,28,    4.31,   87.63,   88.94,    2.39,    6.73,    1.87,    0.07,    0.08,    5.87,   -0.86,    1.89,    2.75,    3.69,    5.30,    3.07,    8.06,    6.76,    6.84,    4.60
39.75,32.75,2015,01,29,    4.16,   86.77,   89.07,    0.01,    9.19,    1.66,   -0.37,   -0.36,    7.41,   -1.79,    1.58,    5.47,    3.37,    2.18,    1.54,    7.64,    4.92,    5.15,    3.30
39.75,32.75,2015,01,30,    4.27,   85.41,   89.01,    0.02,    9.08,    2.19,   -0.05,   -0.04,    7.94,   -1.15,    2.13,    4.78,    3.44,    4.05,    3.08,    8.83,    6.52,    6.57,    4.48
39.75,32.75,2015,01,31,    4.75,   84.92,   88.97,    0.41,   10.76,    3.35,    1.38,    1.38,   10.00,   -0.76,    3.71,    6.98,    6.29,    7.45,    5.43,   14.43,   11.73,   11.39,    8.69
39.75,32.75,2015,02,01,    5.07,   76.60,   89.11,    0.02,    9.30,    5.88,    2.37,    2.37,   12.01,    2.72,    6.14,    7.94,    7.41,   10.47,    7.57,   18.40,   14.98,   14.29,   11.01
39.75,32.75,2015,02,02,    4.79,   72.00,   88.83,    2.46,   11.58,    5.84,    1.52,    1.53,   13.03,    1.45,    6.18,    7.27,    6.49,   10.15,    7.27,   17.42,   13.77,   13.24,    9.99
39.75,32.75,2015,02,03,    4.56,   83.28,   88.94,    3.75,    7.22,    3.28,    0.81,    0.82,    7.33,    0.11,    3.40,    6.08,    6.70,    5.19,    2.64,   11.27,    9.34,    7.54,    5.17
39.75,32.75,2015,02,04,    3.61,   77.03,   89.78,    0.06,    8.71,    1.59,   -2.22,   -2.20,    6.96,   -1.75,    1.35,    4.03,    2.20,    2.98,    2.11,    7.01,    4.30,    4.42,    3.12
39.75,32.75,2015,02,05,    3.95,   74.03,   89.98,    0.00,   12.42,    2.72,   -0.98,   -0.96,   10.68,   -1.74,    3.22,    3.74,    2.25,    3.44,    2.19,    7.18,    4.44,    5.13,    3.34
39.75,32.75,2015,02,06,    4.49,   76.34,   89.57,    0.00,   14.74,    3.94,    0.71,    0.72,   13.92,   -0.82,    4.54,    3.11,    3.18,    5.39,    3.20,    8.50,    6.38,    6.80,    4.39
39.75,32.75,2015,02,07,    4.36,   80.09,   89.22,    0.01,   12.61,    3.38,    0.21,    0.22,   10.34,   -2.27,    3.37,    3.34,    3.93,    4.53,    2.68,    7.88,    6.60,    6.61,    4.26
39.75,32.75,2015,02,08,    3.67,   79.25,   88.65,    1.38,    9.40,    1.41,   -2.16,   -2.14,    6.04,   -3.35,    1.02,    4.97,    3.88,    2.04,    1.32,    7.01,    5.20,    4.17,    3.03
39.75,32.75,2015,02,09,    3.85,   85.51,   88.20,    2.14,    6.91,    0.63,   -1.64,   -1.63,    3.73,   -3.18,    0.55,    4.41,    2.96,    3.10,    1.87,    7.51,    4.83,    5.32,    3.59
39.75,32.75,2015,02,10,    3.63,   86.90,   87.79,    7.20,    5.42,   -0.43,   -2.48,   -2.47,    2.62,   -2.80,   -0.53,    5.61,    5.50,    5.81,    4.03,   11.42,    9.53,    8.40,    6.63
39.75,32.75,2015,02,11,    3.13,   82.59,   88.26,    3.55,    6.21,   -1.67,   -4.29,   -4.27,    1.64,   -4.57,   -1.79,    4.87,    5.12,    6.57,    4.39,   11.44,    9.51,    8.94,    7.07
39.75,32.75,2015,02,12,    3.11,   80.95,   89.28,    0.35,    9.54,   -1.37,   -4.30,   -4.27,    4.16,   -5.38,   -1.43,    3.61,    3.11,    3.90,    2.27,    7.52,    5.38,    4.80,    3.46
39.75,32.75,2015,02,13,    3.35,   82.77,   89.58,    0.04,    9.20,   -0.62,   -3.21,   -3.19,    4.66,   -4.54,   -0.69,    2.49,    2.55,    4.52,    2.60,    7.01,    5.15,    5.71,    3.88
39.75,32.75,2015,02,14,    3.60,   85.59,   89.56,    0.11,    7.09,   -0.27,   -2.25,   -2.24,    4.18,   -2.91,   -0.17,    2.91,    2.58,    2.68,    1.64,    5.59,    4.22,    4.20,    3.04
39.75,32.75,2015,02,15,    3.55,   79.68,   89.49,    1.15,    9.83,    0.36,   -2.44,   -2.42,    6.33,   -3.51,    0.63,    2.50,    1.51,    2.76,    1.84,    5.26,    3.35,    3.82,    2.56
39.75,32.75,2015,02,16,    3.60,   85.76,   89.42,    3.67,    6.19,   -0.17,   -2.27,   -2.26,    2.89,   -3.30,   -0.21,    1.71,    2.15,    4.00,    2.33,    5.71,    4.48,    4.91,    3.27
39.75,32.75,2015,02,17,    2.26,   71.10,   89.65,    0.39,    4.67,   -3.18,   -8.05,   -7.96,   -1.59,   -6.26,   -3.91,    3.67,    2.85,    3.54,    2.98,    7.21,    5.83,    5.17,    4.00
39.75,32.75,2015,02,18,    1.69,   63.50,   89.60,    0.37,    2.21,   -5.45,  -11.33,  -11.14,   -5.04,   -7.25,   -6.31,    2.75,    2.18,    7.07,    5.71,    9.82,    7.88,    8.79,    7.20
39.75,32.75,2015,02,19,    2.38,   74.51,   89.16,    2.12,    6.94,   -3.60,   -7.53,   -7.46,    0.06,   -6.88,   -3.92,    2.94,    2.93,    8.40,    6.56,   11.34,    9.49,   10.07,    8.05
39.75,32.75,2015,02,20,    2.49,   75.79,   89.27,    0.21,    8.85,   -3.40,   -7.01,   -6.95,    1.51,   -7.35,   -3.53,    5.04,    4.59,    3.90,    2.72,    8.95,    7.30,    6.67,    4.95
39.75,32.75,2015,02,21,    2.01,   68.03,   89.67,    0.00,   11.82,   -5.28,   -9.41,   -9.30,    1.23,  -10.59,   -4.92,    4.58,    2.89,    1.03,    0.74,    5.61,    3.63,    3.58,    2.57
39.75,32.75,2015,02,22,    2.44,   74.91,   89.97,    0.00,   14.00,   -3.50,   -7.10,   -7.05,    4.34,   -9.65,   -3.55,    2.03,    2.02,    2.86,    2.04,    4.88,    4.05,    4.09,    2.85
39.75,32.75,2015,02,23,    3.90,   89.45,   89.82,    0.76,   12.39,    0.49,   -1.44,   -1.43,    7.57,   -4.82,    0.38,    2.37,    1.96,    3.50,    2.51,    5.87,    4.48,    4.99,    3.32
39.75,32.75,2015,02,24,    4.53,   92.09,   89.24,    4.05,    7.32,    1.71,    0.78,    0.78,    6.94,   -0.38,    1.93,    3.50,    3.68,    3.51,    2.13,    7.01,    5.81,    4.96,    3.43
39.75,32.75,2015,02,25,    4.63,   86.49,   89.30,    2.28,    9.61,    2.75,    1.12,    1.12,    9.20,   -0.41,    3.16,    2.83,    3.64,    4.23,    2.23,    7.05,    5.87,    5.84,    3.85
39.75,32.75,2015,02,26,    4.81,   83.73,   90.17,    0.02,   11.87,    4.50,    1.71,    1.71,   10.87,   -1.00,    4.28,    3.15,    1.62,    3.21,    2.23,    6.37,    3.85,    4.37,    3.10
39.75,32.75,2015,02,27,    4.90,   70.39,   89.60,    0.35,   13.00,    6.67,    1.91,    1.92,   14.33,    1.33,    6.96,    4.85,    3.62,    4.71,    2.71,    9.55,    6.33,    6.67,    4.43
39.75,32.75,2015,02,28,    5.01,   81.64,   89.22,    1.11,    8.61,    5.06,    2.21,    2.21,    9.82,    1.21,    5.08,    3.96,    3.70,    4.33,    2.62,    8.28,    6.33,    6.01,    4.11
39.75,32.75,2015,03,01,    5.03,   82.94,   89.52,    0.08,    7.36,    5.46,    2.30,    2.30,    9.90,    2.55,    4.94,    1.91,    1.64,    2.79,    1.79,    4.70,    3.43,    3.54,    2.62
39.75,32.75,2015,03,02,    4.45,   80.56,   89.56,    0.01,    9.94,    3.83,    0.60,    0.61,    9.53,   -0.41,    3.62,    2.34,    1.63,    1.88,    1.68,    4.21,    3.31,    3.32,    2.44
39.75,32.75,2015,03,03,    4.54,   84.55,   89.54,    0.52,   10.88,    3.58,    0.86,    0.87,    9.04,   -1.84,    3.22,    5.05,    3.87,    2.96,    2.21,    8.01,    6.09,    5.28,    3.80
39.75,32.75,2015,03,04,    3.10,   70.65,   90.08,    0.09,   11.02,    1.07,   -4.25,   -4.19,    5.92,   -5.10,    0.51,    5.62,    5.51,    2.88,    1.79,    8.50,    7.30,    6.52,    4.82
39.75,32.75,2015,03,05,    2.47,   56.95,   90.28,    0.00,   13.74,    0.59,   -6.92,   -6.80,    8.13,   -5.62,    0.35,    3.44,    3.72,    2.35,    1.52,    5.79,    5.24,    4.47,    3.22
39.75,32.75,2015,03,06,    4.26,   68.98,   90.12,    0.00,   13.41,    5.05,   -0.18,   -0.16,   12.33,   -1.08,    5.32,    3.20,    2.49,    3.18,    1.91,    6.37,    4.40,    4.66,    3.12
39.75,32.75,2015,03,07,    4.62,   63.73,   89.94,    0.00,   15.01,    7.19,    1.14,    1.16,   16.01,    1.00,    7.60,    6.39,    3.97,    1.86,    1.22,    8.24,    5.19,    4.69,    3.06
39.75,32.75,2015,03,08,    4.66,   63.69,   89.99,    0.00,   16.60,    8.17,    1.22,    1.23,   17.63,    1.03,    7.75,    7.18,    4.78,    2.09,    1.59,    9.27,    6.37,    6.24,    4.39
39.75,32.75,2015,03,09,    4.87,   64.32,   90.09,    0.00,   18.34,    8.50,    1.81,    1.82,   18.38,    0.04,    8.26,    4.18,    2.98,    3.75,    2.11,    7.94,    5.09,    5.69,    3.73
39.75,32.75,2015,03,10,    5.67,   64.27,   90.02,    0.00,   15.79,   10.18,    3.97,    3.98,   18.97,    3.19,   10.52,    2.92,    3.09,    3.73,    2.54,    6.65,    5.64,    5.72,    3.73
39.75,32.75,2015,03,11,    5.77,   70.29,   89.50,    3.42,   10.32,    9.48,    4.17,    4.17,   15.45,    5.14,    9.36,    5.70,    5.63,    2.96,    1.80,    8.65,    7.43,    5.55,    4.00
39.75,32.75,2015,03,12,    4.86,   82.93,   88.94,   15.00,    7.90,    4.17,    1.66,    1.67,    8.14,    0.24,    4.38,    5.43,    4.72,    0.79,    0.56,    6.22,    5.28,    3.42,    2.54
39.75,32.75,2015,03,13,    3.97,   75.97,   89.44,    3.18,    8.18,    2.14,   -1.00,   -0.99,    7.31,   -0.87,    2.82,    8.98,    7.52,    0.17,    0.11,    9.15,    7.62,    4.98,    3.72
39.75,32.75,2015,03,14,    4.88,   86.49,   89.69,    2.07,    8.60,    3.69,    1.86,    1.87,    8.73,    0.14,    3.96,    3.68,    3.93,    3.15,    1.91,    6.83,    5.85,    5.13,    3.50
39.75,32.75,2015,03,15,    4.83,   85.38,   89.98,    1.68,    7.49,    4.50,    1.84,    1.84,    7.90,    0.41,    4.05,    3.98,    2.85,    2.37,    1.51,    6.35,    4.36,    4.03,    2.73
39.75,32.75,2015,03,16,    4.13,   76.86,   90.29,    0.05,   12.52,    4.25,   -0.30,   -0.29,   10.34,   -2.17,    3.36,    3.30,    2.27,    3.92,    2.50,    7.22,    4.77,    5.01,    3.48
39.75,32.75,2015,03,17,    3.18,   66.75,   90.06,    0.16,   13.25,    3.06,   -3.81,   -3.76,    8.86,   -4.39,    1.65,    5.24,    2.92,    1.30,    1.11,    6.53,    4.03,    4.14,    2.80
39.75,32.75,2015,03,18,    3.34,   70.02,   89.85,    1.13,   12.63,    2.62,   -3.31,   -3.27,    7.80,   -4.83,    1.61,    3.14,    2.69,    0.87,    0.90,    4.01,    3.59,    2.94,    2.12
39.75,32.75,2015,03,19,    4.04,   85.34,   89.46,    4.00,    6.66,    1.86,   -0.76,   -0.76,    4.98,   -1.69,    1.44,    3.12,    2.41,    2.10,    1.90,    5.22,    4.31,    4.23,    3.03
39.75,32.75,2015,03,20,    3.26,   70.70,   89.19,    0.25,    9.65,    2.19,   -3.64,   -3.60,    6.29,   -3.36,    1.04,    3.81,    3.23,    1.12,    0.79,    4.93,    4.03,    3.27,    2.38
39.75,32.75,2015,03,21,    3.22,   75.19,   89.14,    0.74,    7.66,    0.21,   -3.77,   -3.74,    4.41,   -3.24,    0.01,    3.38,    3.86,    5.01,    3.15,    8.39,    7.02,    6.71,    4.97
39.75,32.75,2015,03,22,    3.45,   69.49,   89.81,    0.03,   13.66,    3.33,   -2.75,   -2.72,   10.11,   -3.55,    2.19,    3.92,    2.99,    1.74,    1.51,    5.66,    4.50,    4.24,    3.09
39.75,32.75,2015,03,23,    4.16,   73.78,   89.68,    1.65,   15.29,    4.45,   -0.54,   -0.52,   11.62,   -3.67,    3.95,    4.70,    4.61,    1.37,    0.71,    6.06,    5.32,    4.24,    3.04
39.75,32.75,2015,03,24,    3.99,   69.65,   89.85,    0.64,   11.25,    5.33,   -0.89,   -0.86,   10.22,   -1.03,    4.20,    2.46,    1.70,    1.53,    1.19,    3.99,    2.90,    2.93,    2.06
39.75,32.75,2015,03,25,    3.55,   62.83,   90.15,    0.00,   15.36,    4.50,   -2.37,   -2.32,   12.14,   -3.23,    4.05,    1.33,    2.00,    3.31,    2.13,    4.64,    4.13,    3.91,    2.88
39.75,32.75,2015,03,26,    4.26,   56.27,   90.06,    0.00,   15.99,    8.12,   -0.06,   -0.03,   16.81,    0.82,    8.27,    2.82,    2.46,    3.34,    2.06,    6.16,    4.53,    4.59,    3.14
39.75,32.75,2015,03,27,    7.13,   77.62,   89.54,   11.96,   10.23,   11.16,    7.14,    7.14,   16.82,    6.59,   11.03,    2.89,    3.94,    6.35,    3.22,    9.24,    7.15,    7.86,    5.52
39.75,32.75,2015,03,28,    6.70,   82.49,   88.91,   17.66,    8.13,    8.94,    6.26,    6.26,   13.20,    5.07,    9.09,    6.37,    6.21,    4.59,    2.63,   10.96,    8.83,    7.77,    5.45
39.75,32.75,2015,03,29,    6.21,   80.99,   88.95,    9.02,    8.38,    8.64,    5.21,    5.21,   12.94,    4.55,    8.26,    5.16,    2.99,    2.48,    1.34,    7.64,    4.33,    4.52,    3.17
39.75,32.75,2015,03,30,    6.03,   85.40,   88.94,   10.74,    7.22,    6.94,    4.76,    4.76,   10.88,    3.66,    7.04,    2.49,    2.94,    2.64,    1.40,    5.14,    4.34,    3.62,    2.67
39.75,32.75,2015,03,31,    5.93,   91.03,   89.06,    1.81,    8.68,    5.64,    4.52,    4.52,   10.21,    1.53,    5.89,    2.86,    3.25,    2.52,    1.36,    5.37,    4.61,    3.77,    2.76
39.75,32.75,2015,04,01,    5.50,   75.20,   89.10,    0.00,   12.69,    7.83,    3.48,    3.48,   14.14,    1.45,    7.58,    5.13,    4.23,    3.15,    2.02,    8.28,    6.25,    5.26,    3.81
39.75,32.75,2015,04,02,    5.07,   78.67,   89.10,    0.76,   13.41,    6.00,    2.01,    2.02,   11.00,   -2.41,    5.76,    8.88,    7.97,    2.88,    1.78,   11.76,    9.75,    8.92,    6.51
39.75,32.75,2015,04,03,    3.15,   59.61,   89.10,    0.01,   13.95,    2.63,   -4.15,   -4.08,    9.34,   -4.61,    2.94,    4.67,    3.40,    0.80,    0.52,    5.47,    3.92,    3.21,    2.45
39.75,32.75,2015,04,04,    2.79,   58.86,   89.33,    0.65,   10.37,    1.96,   -5.63,   -5.53,    6.77,   -3.60,    1.48,    5.61,    4.86,    1.42,    1.03,    7.03,    5.88,    4.74,    3.59
39.75,32.75,2015,04,05,    3.58,   60.74,   89.51,    0.00,   13.28,    3.82,   -2.65,   -2.60,   10.87,   -2.41,    4.54,    4.83,    4.14,    0.04,    0.04,    4.87,    4.17,    3.34,    2.45
39.75,32.75,2015,04,06,    5.66,   71.84,   89.44,    0.23,   15.15,    8.51,    3.72,    3.73,   16.27,    1.12,    8.74,    7.55,    5.45,    2.07,    1.39,    9.62,    6.84,    5.34,    3.73
39.75,32.75,2015,04,07,    5.52,   74.65,   88.91,    5.18,    9.19,    7.78,    3.48,    3.49,   12.05,    2.86,    7.72,    6.92,    7.13,    5.35,    2.70,   12.27,    9.83,    9.09,    6.43
39.75,32.75,2015,04,08,    4.24,   71.06,   89.12,    2.08,   10.52,    6.20,   -0.16,   -0.14,    9.67,   -0.85,    4.67,    6.13,    4.78,    1.59,    1.52,    7.72,    6.30,    4.71,    3.41
39.75,32.75,2015,04,09,    4.79,   83.37,   88.39,    6.88,    7.96,    4.88,    1.38,    1.38,    8.55,    0.59,    4.00,    9.17,    7.37,    1.44,    0.91,   10.60,    8.28,    5.74,    4.60
39.75,32.75,2015,04,10,    3.04,   71.65,   89.57,    0.97,    8.76,    0.32,   -4.46,   -4.42,    3.60,   -5.15,   -0.03,    4.67,    5.56,    6.26,    3.36,   10.93,    8.92,    9.13,    6.92
39.75,32.75,2015,04,11,    3.21,   73.16,   89.90,    0.00,   11.16,    0.91,   -3.75,   -3.72,    5.78,   -5.38,    0.47,    3.65,    4.15,    4.47,    2.50,    8.12,    6.65,    6.27,    4.35
39.75,32.75,2015,04,12,    3.62,   67.30,   89.93,    0.00,   13.65,    3.94,   -2.14,   -2.11,   10.56,   -3.09,    3.32,    4.58,    4.08,    3.05,    2.04,    7.64,    6.12,    5.38,    3.74
39.75,32.75,2015,04,13,    3.83,   58.83,   90.10,    0.00,   15.94,    5.66,   -1.40,   -1.36,   13.51,   -2.43,    6.06,    5.63,    4.70,    0.55,    0.37,    6.18,    5.07,    4.34,    3.15
39.75,32.75,2015,04,14,    4.58,   61.80,   89.93,    0.20,   15.87,    7.91,    0.91,    0.93,   15.52,   -0.35,    7.93,    2.11,    1.83,    2.08,    1.43,    4.19,    3.26,    3.22,    2.35
39.75,32.75,2015,04,15,    5.17,   71.82,   89.92,    0.01,   10.20,    7.75,    2.72,    2.73,   12.71,    2.51,    7.48,    3.24,    2.35,    0.72,    0.50,    3.96,    2.86,    2.49,    1.83
39.75,32.75,2015,04,16,    4.97,   61.32,   90.18,    0.00,   14.69,    8.98,    2.19,    2.21,   16.32,    1.63,    9.28,    2.55,    2.40,    1.56,    1.07,    4.12,    3.47,    2.72,    2.13
39.75,32.75,2015,04,17,    6.07,   65.20,   90.14,    0.00,   14.94,   11.40,    4.98,    4.98,   18.95,    4.02,   11.35,    5.63,    3.00,    2.68,    2.20,    8.31,    5.20,    5.26,    3.59
39.75,32.75,2015,04,18,    6.53,   67.02,   89.74,    0.00,   14.79,   12.11,    6.00,    6.01,   19.15,    4.36,   11.96,    3.19,    3.97,    6.23,    3.37,    9.42,    7.34,    8.16,    5.25
39.75,32.75,2015,04,19,    5.90,   62.82,   89.40,    0.01,   14.52,   11.77,    4.45,    4.46,   19.31,    4.79,   11.35,    7.44,    6.21,    4.28,    3.15,   11.72,    9.36,    8.04,    5.63
39.75,32.75,2015,04,20,    4.92,   74.64,   89.18,    0.68,   10.46,    6.93,    1.86,    1.87,   10.82,    0.36,    6.09,    5.86,    5.09,    0.68,    0.50,    6.54,    5.59,    4.14,    3.05
39.75,32.75,2015,04,21,    3.82,   67.90,   89.08,    0.23,   12.32,    4.49,   -1.61,   -1.59,    9.94,   -2.38,    3.83,    4.41,    4.32,    2.77,    1.80,    7.18,    6.12,    5.18,    3.79
39.75,32.75,2015,04,22,    3.11,   61.01,   89.31,    0.25,   12.74,    4.10,   -4.32,   -4.24,    8.48,   -4.26,    2.47,    2.63,    1.94,    2.67,    1.77,    5.31,    3.71,    3.80,    2.75
39.75,32.75,2015,04,23,    3.41,   67.94,   89.67,    0.77,    9.37,    2.95,   -2.98,   -2.93,    6.96,   -2.41,    2.29,    5.13,    5.25,    4.25,    2.43,    9.38,    7.68,    6.56,    4.76
39.75,32.75,2015,04,24,    3.06,   53.10,   90.13,    0.00,   17.02,    4.99,   -4.35,   -4.26,   12.62,   -4.40,    4.32,    2.68,    1.37,    1.55,    1.35,    4.23,    2.72,    2.95,    2.21
39.75,32.75,2015,04,25,    4.01,   50.21,   90.10,    0.00,   18.50,    8.77,   -1.08,   -1.03,   17.23,   -1.27,    9.05,    4.04,    3.48,    0.80,    0.51,    4.84,    3.99,    3.36,    2.43
39.75,32.75,2015,04,26,    5.38,   63.61,   89.80,    0.01,    9.07,    9.70,    3.25,    3.26,   14.53,    5.46,    9.86,    2.22,    2.33,    2.14,    1.44,    4.37,    3.78,    3.20,    2.36
39.75,32.75,2015,04,27,    5.63,   58.13,   89.77,    0.00,   14.57,   11.10,    3.90,    3.91,   18.43,    3.86,   11.89,    4.36,    3.87,    0.47,    0.37,    4.83,    4.23,    3.03,    2.37
39.75,32.75,2015,04,28,    6.35,   54.65,   89.65,    0.00,   16.09,   13.97,    5.36,    5.37,   22.28,    6.20,   14.66,    7.78,    4.15,    1.35,    0.95,    9.13,    5.10,    5.06,    3.40
39.75,32.75,2015,04,29,    6.13,   55.00,   89.36,    0.06,   13.21,   14.17,    4.99,    5.00,   21.19,    7.98,   13.96,    4.15,    4.28,    4.64,    2.94,    8.78,    7.22,    6.93,    4.49
39.75,32.75,2015,04,30,    6.94,   69.74,   89.60,    0.51,   11.91,   13.17,    6.89,    6.90,   18.42,    6.52,   12.25,    2.33,    1.78,    3.18,    1.94,    5.51,    3.73,    3.91,    2.75
39.75,32.75,2015,05,01,    7.45,   82.21,   89.57,    4.52,    7.67,   10.88,    7.93,    7.93,   14.81,    7.14,   10.84,    2.36,    2.60,    2.28,    1.53,    4.64,    4.14,    3.54,    2.50
39.75,32.75,2015,05,02,    6.83,   66.06,   89.63,    0.18,   12.64,   13.14,    6.66,    6.66,   19.00,    6.36,   12.84,    3.67,    3.21,    0.29,    0.22,    3.96,    3.43,    2.17,    1.68
39.75,32.75,2015,05,03,    7.29,   76.21,   89.39,    3.55,   10.05,   11.91,    7.57,    7.57,   15.95,    5.89,   11.61,    3.18,    4.17,    4.47,    2.36,    7.65,    6.52,    6.17,    4.28
