LAT,LON,YEAR,MO,DY,KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,TS
39.75,32.75,2015,01,01,              0.40,-999,              1.55,              7.06,    2.09
39.75,32.75,2015,01,02,              0.31,-999,              1.21,              6.97,   -1.70
39.75,32.75,2015,01,03,              0.52,-999,              2.05,              6.45,   -2.49
39.75,32.75,2015,01,04,              0.59,-999,              2.34,              6.46,   -1.54
39.75,32.75,2015,01,05,              0.36,-999,              1.42,              6.81,   -0.85
39.75,32.75,2015,01,06,              0.11,-999,              0.44,              6.57,   -3.53
39.75,32.75,2015,01,07,              0.13,-999,              0.54,              5.53,   -6.20
39.75,32.75,2015,01,08,              0.27,              2.88,              1.09,              4.09,  -11.00
39.75,32.75,2015,01,09,              0.53,              2.90,              2.16,              3.94,  -12.29
39.75,32.75,2015,01,10,              0.16,-999,              0.66,              5.74,   -8.20
39.75,32.75,2015,01,11,              0.19,-999,              0.80,              6.72,   -3.13
39.75,32.75,2015,01,12,              0.14,-999,              0.59,              6.96,   -0.58
39.75,32.75,2015,01,13,              0.56,-999,              2.34,              6.33,   -1.66
39.75,32.75,2015,01,14,              0.67,              2.87,              2.86,              5.29,   -3.90
39.75,32.75,2015,01,15,              0.45,-999,              1.92,              6.56,   -2.64
39.75,32.75,2015,01,16,              0.51,-999,              2.22,              6.82,   -1.55
39.75,32.75,2015,01,17,              0.49,-999,              2.17,              6.78,   -2.13
39.75,32.75,2015,01,18,              0.30,-999,              1.33,              7.08,   -2.02
39.75,32.75,2015,01,19,              0.38,-999,              1.69,              6.63,   -2.62
39.75,32.75,2015,01,20,              0.61,-999,              2.71,              6.35,   -1.77
39.75,32.75,2015,01,21,              0.69,-999,              3.08,              6.34,    0.63
39.75,32.75,2015,01,22,              0.69,-999,              3.12,              5.93,    0.44
39.75,32.75,2015,01,23,              0.68,              3.16,              3.16,              6.07,    0.42
39.75,32.75,2015,01,24,              0.69,              3.18,              3.18,              5.87,    1.29
39.75,32.75,2015,01,25,              0.38,-999,              1.81,              6.53,    0.55
39.75,32.75,2015,01,26,              0.62,-999,              2.91,              6.55,    0.92
39.75,32.75,2015,01,27,              0.69,-999,              3.27,              6.32,    2.01
39.75,32.75,2015,01,28,              0.63,-999,              3.03,              6.72,    1.87
39.75,32.75,2015,01,29,              0.70,-999,              3.34,              6.11,    1.66
39.75,32.75,2015,01,30,              0.69,-999,              3.34,              6.44,    2.19
39.75,32.75,2015,01,31,              0.42,-999,              2.10,              6.99,    3.35
39.75,32.75,2015,02,01,              0.56,-999,              2.82,              6.95,    5.88
39.75,32.75,2015,02,02,              0.41,-999,              2.08,              6.84,    5.84
39.75,32.75,2015,02,03,              0.52,-999,              2.68,              7.10,    3.28
39.75,32.75,2015,02,04,              0.67,-999,              3.52,              6.01,    1.59
39.75,32.75,2015,02,05,              0.68,              3.55,              3.55,              6.21,    2.72
39.75,32.75,2015,02,06,              0.67,              3.64,              3.64,              5.91,    3.94
39.75,32.75,2015,02,07,              0.67,-999,              3.64,              6.04,    3.38
39.75,32.75,2015,02,08,              0.64,              3.75,              3.49,              6.31,    1.41
39.75,32.75,2015,02,09,              0.36,-999,              1.98,              6.74,    0.63
39.75,32.75,2015,02,10,              0.10,-999,              0.57,              6.86,   -0.43
39.75,32.75,2015,02,11,              0.09,-999,              0.53,              6.77,   -1.67
39.75,32.75,2015,02,12,              0.14,-999,              0.81,              6.93,   -1.37
39.75,32.75,2015,02,13,              0.30,-999,              1.72,              6.81,   -0.62
39.75,32.75,2015,02,14,              0.24,-999,              1.38,              6.79,   -0.27
39.75,32.75,2015,02,15,              0.39,-999,              2.24,              6.96,    0.36
39.75,32.75,2015,02,16,              0.12,-999,              0.73,              6.83,   -0.17
39.75,32.75,2015,02,17,              0.43,-999,              2.56,              6.12,   -3.18
39.75,32.75,2015,02,18,              0.39,-999,              2.32,              5.61,   -5.45
39.75,32.75,2015,02,19,              0.12,-999,              0.75,              6.41,   -3.60
39.75,32.75,2015,02,20,              0.23,-999,              1.39,              6.14,   -3.40
39.75,32.75,2015,02,21,              0.50,-999,              3.11,              4.63,   -5.28
39.75,32.75,2015,02,22,              0.58,              4.60,              3.65,              5.21,   -3.50
39.75,32.75,2015,02,23,              0.44,-999,              2.77,              6.80,    0.49
39.75,32.75,2015,02,24,              0.43,-999,              2.76,              7.27,    1.71
39.75,32.75,2015,02,25,              0.50,-999,              3.20,              6.84,    2.75
39.75,32.75,2015,02,26,              0.60,-999,              3.91,              6.72,    4.50
39.75,32.75,2015,02,27,              0.72,              4.76,              4.75,              6.60,    6.67
39.75,32.75,2015,02,28,              0.66,-999,              4.35,              6.92,    5.06
39.75,32.75,2015,03,01,              0.47,-999,              3.18,              6.79,    5.46
39.75,32.75,2015,03,02,              0.64,-999,              4.34,              6.14,    3.83
39.75,32.75,2015,03,03,              0.36,-999,              2.46,              6.99,    3.58
39.75,32.75,2015,03,04,              0.58,-999,              4.00,              5.89,    1.07
39.75,32.75,2015,03,05,              0.69,              4.98,              4.98,              5.36,    0.59
39.75,32.75,2015,03,06,              0.42,-999,              2.93,              7.15,    5.05
39.75,32.75,2015,03,07,              0.62,-999,              4.41,              6.64,    7.19
39.75,32.75,2015,03,08,              0.68,              5.00,              4.99,              6.48,    8.17
39.75,32.75,2015,03,09,              0.70,              5.07,              5.06,              6.43,    8.50
39.75,32.75,2015,03,10,              0.62,-999,              4.61,              7.14,   10.18
39.75,32.75,2015,03,11,              0.55,-999,              4.09,              7.41,    9.48
39.75,32.75,2015,03,12,              0.15,-999,              1.15,              7.12,    4.17
39.75,32.75,2015,03,13,              0.46,-999,              3.47,              6.73,    2.14
39.75,32.75,2015,03,14,              0.36,-999,              2.72,              6.56,    3.69
39.75,32.75,2015,03,15,              0.45,-999,              3.51,              6.89,    4.50
39.75,32.75,2015,03,16,              0.51,-999,              3.99,              6.79,    4.25
39.75,32.75,2015,03,17,              0.45,              5.56,              3.52,              6.31,    3.06
39.75,32.75,2015,03,18,              0.55,-999,              4.34,              6.44,    2.62
39.75,32.75,2015,03,19,              0.29,-999,              2.33,              6.88,    1.86
39.75,32.75,2015,03,20,               nan,-999,-999,              6.52,    2.19
39.75,32.75,2015,03,21,              0.37,-999,              3.03,              6.66,    0.21
39.75,32.75,2015,03,22,              0.63,-999,              5.29,              6.06,    3.33
39.75,32.75,2015,03,23,              0.52,-999,              4.30,              7.18,    4.45
39.75,32.75,2015,03,24,              0.52,-999,              4.35,              6.84,    5.33
39.75,32.75,2015,03,25,              0.71,              6.13,              5.95,              5.86,    4.50
39.75,32.75,2015,03,26,              0.72,-999,              6.04,              6.62,    8.12
39.75,32.75,2015,03,27,              0.17,-999,              1.43,              8.18,   11.16
39.75,32.75,2015,03,28,              0.19,-999,              1.67,              7.72,    8.94
39.75,32.75,2015,03,29,              0.48,-999,              4.12,              7.29,    8.64
39.75,32.75,2015,03,30,              0.41,-999,              3.57,              7.56,    6.94
39.75,32.75,2015,03,31,              0.32,-999,              2.85,              7.18,    5.64
39.75,32.75,2015,04,01,              0.53,-999,              4.67,              7.05,    7.83
39.75,32.75,2015,04,02,              0.12,-999,              1.09,              7.14,    6.00
39.75,32.75,2015,04,03,              0.67,              6.33,              6.09,              5.81,    2.63
39.75,32.75,2015,04,04,              0.65,-999,              5.79,              5.78,    1.96
39.75,32.75,2015,04,05,              0.45,-999,              4.12,              6.44,    3.82
39.75,32.75,2015,04,06,              0.67,              6.37,              6.22,              6.81,    8.51
39.75,32.75,2015,04,07,              0.41,-999,              3.72,              7.64,    7.78
39.75,32.75,2015,04,08,              0.36,-999,              3.41,              7.57,    6.20
39.75,32.75,2015,04,09,              0.22,-999,              2.02,              7.45,    4.88
39.75,32.75,2015,04,10,              0.33,-999,              3.09,              6.79,    0.32
39.75,32.75,2015,04,11,              0.35,-999,              3.30,              6.19,    0.91
39.75,32.75,2015,04,12,              0.56,-999,              5.35,              6.34,    3.94
39.75,32.75,2015,04,13,              0.60,-999,              5.68,              6.44,    5.66
39.75,32.75,2015,04,14,              0.68,              6.84,              6.65,              6.29,    7.91
39.75,32.75,2015,04,15,              0.54,-999,              5.10,              7.05,    7.75
39.75,32.75,2015,04,16,              0.67,              6.84,              6.59,              6.44,    8.98
39.75,32.75,2015,04,17,              0.67,              6.81,              6.74,              6.75,   11.40
39.75,32.75,2015,04,18,              0.55,              6.86,              5.35,              6.96,   12.11
39.75,32.75,2015,04,19,              0.71,              6.99,              6.92,              6.78,   11.77
39.75,32.75,2015,04,20,              0.29,-999,              2.90,              7.41,    6.93
39.75,32.75,2015,04,21,              0.46,-999,              4.64,              6.51,    4.49
39.75,32.75,2015,04,22,              0.54,-999,              5.37,              6.21,    4.10
39.75,32.75,2015,04,23,              0.46,-999,              4.62,              6.41,    2.95
39.75,32.75,2015,04,24,              0.71,              7.39,              7.35,              5.51,    4.99
39.75,32.75,2015,04,25,              0.68,-999,              7.03,              6.39,    8.77
39.75,32.75,2015,04,26,              0.31,-999,              3.14,              7.63,    9.70
39.75,32.75,2015,04,27,              0.68,-999,              7.15,              6.79,   11.10
39.75,32.75,2015,04,28,              0.61,              7.19,              6.36,              7.34,   13.97
39.75,32.75,2015,04,29,              0.62,-999,              6.53,              7.44,   14.17
39.75,32.75,2015,04,30,              0.57,-999,              5.95,              7.62,   13.17
39.75,32.75,2015,05,01,              0.44,-999,              4.66,              7.85,   10.88
39.75,32.75,2015,05,02,              0.68,              7.46,              7.32,              7.23,   13.14
39.75,32.75,2015,05,03,              0.29,-999,              3.07,              8.06,   11.91
39.75,32.75,2015,05,04,              0.65,-999,              6.93,              7.01,   11.85
39.75,32.75,2015,05,05,              0.72,              7.58,              7.55,              7.09,   14.04
39.75,32.75,2015,05,06,              0.66,              7.60,              7.07,              7.36,   14.85
39.75,32.75,2015,05,07,              0.71,              7.66,              7.63,              7.19,   15.48
39.75,32.75,2015,05,08,              0.24,-999,              2.57,              8.29,   13.96
39.75,32.75,2015,05,09,              0.62,-999,              6.77,              7.23,   14.03
39.75,32.75,2015,05,10,              0.63,-999,              6.73,              7.06,   13.34
39.75,32.75,2015,05,11,              0.64,-999,              6.93,              7.13,   13.31
39.75,32.75,2015,05,12,              0.70,              7.86,              7.58,              6.91,   13.46
39.75,32.75,2015,05,13,              0.54,-999,              5.80,              7.43,   12.09
39.75,32.75,2015,05,14,              0.61,-999,              6.66,              7.07,   13.61
39.75,32.75,2015,05,15,              0.70,              7.86,              7.83,              7.13,   15.53
39.75,32.75,2015,05,16,              0.68,              7.74,              7.74,              7.76,   17.98
39.75,32.75,2015,05,17,              0.71,              7.81,              7.77,              7.96,   20.26
39.75,32.75,2015,05,18,              0.71,              7.80,              7.73,              8.18,   21.80
39.75,32.75,2015,05,19,              0.70,              7.94,              7.82,              7.88,   21.64
39.75,32.75,2015,05,20,              0.70,              7.97,              7.92,              7.60,   21.22
39.75,32.75,2015,05,21,              0.58,              7.99,              6.63,              7.62,   18.64
39.75,32.75,2015,05,22,              0.62,-999,              7.06,              8.24,   19.03
39.75,32.75,2015,05,23,              0.64,              7.90,              7.31,              8.01,   18.91
39.75,32.75,2015,05,24,              0.63,              7.99,              7.13,              8.06,   21.26
39.75,32.75,2015,05,25,              0.64,              8.00,              7.38,              7.94,   20.35
39.75,32.75,2015,05,26,              0.68,              8.04,              7.78,              7.71,   19.30
39.75,32.75,2015,05,27,              0.07,-999,              0.85,              8.33,   18.54
39.75,32.75,2015,05,28,              0.49,-999,              5.50,              8.17,   16.35
39.75,32.75,2015,05,29,              0.14,-999,              1.55,              8.41,   13.97
39.75,32.75,2015,05,30,              0.29,-999,              3.32,              8.48,   13.98
39.75,32.75,2015,05,31,              0.43,-999,              4.93,              8.20,   16.12
39.75,32.75,2015,06,01,              0.63,-999,              7.05,              7.58,   17.29
39.75,32.75,2015,06,02,              0.65,-999,              7.38,              8.33,   19.06
39.75,32.75,2015,06,03,              0.55,-999,              6.38,              8.68,   17.33
39.75,32.75,2015,06,04,              0.39,-999,              4.50,              8.57,   14.31
39.75,32.75,2015,06,05,              0.31,-999,              3.49,              8.50,   13.67
39.75,32.75,2015,06,06,              0.24,-999,              2.74,              8.62,   14.45
39.75,32.75,2015,06,07,               nan,-999,-999,              8.31,   17.72
39.75,32.75,2015,06,08,              0.61,-999,              6.89,              8.44,   18.32
39.75,32.75,2015,06,09,              0.60,-999,              7.00,              8.16,   18.42
39.75,32.75,2015,06,10,              0.68,-999,              7.95,              7.98,   17.56
39.75,32.75,2015,06,11,              0.54,-999,              6.24,              8.49,   16.70
39.75,32.75,2015,06,12,              0.29,-999,              3.38,              8.59,   17.23
39.75,32.75,2015,06,13,              0.54,-999,              6.30,              8.80,   17.78
39.75,32.75,2015,06,14,              0.55,-999,              6.36,              8.46,   17.93
39.75,32.75,2015,06,15,              0.63,-999,              7.22,              8.12,   19.24
39.75,32.75,2015,06,16,              0.67,              8.32,              7.78,              8.26,   19.19
39.75,32.75,2015,06,17,              0.66,-999,              7.82,              8.28,   19.68
39.75,32.75,2015,06,18,              0.70,-999,              7.97,              8.33,   20.50
39.75,32.75,2015,06,19,               nan,-999,-999,              8.07,   18.03
39.75,32.75,2015,06,20,              0.53,-999,              6.16,              8.36,   18.17
39.75,32.75,2015,06,21,              0.64,-999,              7.57,              8.09,   20.00
39.75,32.75,2015,06,22,              0.62,-999,              7.12,              8.46,   20.95
39.75,32.75,2015,06,23,              0.51,-999,              5.98,              8.79,   19.75
39.75,32.75,2015,06,24,              0.60,-999,              7.03,              8.17,   17.88
39.75,32.75,2015,06,25,              0.60,-999,              7.01,              8.31,   18.99
39.75,32.75,2015,06,26,              0.63,-999,              7.22,              8.03,   19.16
39.75,32.75,2015,06,27,              0.34,-999,              3.85,              8.56,   17.80
39.75,32.75,2015,06,28,              0.58,-999,              6.70,              8.03,   17.33
39.75,32.75,2015,06,29,              0.46,-999,              5.33,              8.32,   18.24
39.75,32.75,2015,06,30,              0.55,-999,              6.44,              8.34,   19.12
39.75,32.75,2015,07,01,              0.63,-999,              7.27,              8.22,   21.01
39.75,32.75,2015,07,02,              0.66,-999,              7.64,              8.41,   20.89
39.75,32.75,2015,07,03,              0.65,-999,              7.58,              8.35,   20.59
39.75,32.75,2015,07,04,              0.65,              8.37,              7.56,              8.17,   21.16
39.75,32.75,2015,07,05,              0.70,-999,              7.90,              8.29,   22.65
39.75,32.75,2015,07,06,              0.69,              8.23,              7.76,              8.53,   22.88
39.75,32.75,2015,07,07,              0.67,-999,              7.67,              8.30,   22.59
39.75,32.75,2015,07,08,              0.70,-999,              8.23,              7.87,   22.06
39.75,32.75,2015,07,09,              0.70,              8.20,              8.03,              8.42,   23.13
39.75,32.75,2015,07,10,              0.73,              8.27,              8.14,              8.31,   24.18
39.75,32.75,2015,07,11,              0.69,              8.18,              8.06,              8.42,   23.99
39.75,32.75,2015,07,12,              0.55,-999,              6.30,              8.45,   22.31
39.75,32.75,2015,07,13,              0.69,-999,              8.00,              7.82,   21.09
39.75,32.75,2015,07,14,              0.75,              8.28,              8.28,              7.69,   22.35
39.75,32.75,2015,07,15,              0.73,              8.25,              8.15,              7.82,   22.41
39.75,32.75,2015,07,16,              0.69,-999,              7.98,              7.88,   22.52
39.75,32.75,2015,07,17,              0.74,              8.36,              8.36,              7.29,   21.28
39.75,32.75,2015,07,18,              0.75,              8.42,              8.42,              7.16,   20.67
39.75,32.75,2015,07,19,              0.75,              8.35,              8.35,              7.25,   20.96
39.75,32.75,2015,07,20,              0.73,              8.36,              8.36,              7.41,   22.29
39.75,32.75,2015,07,21,              0.75,              8.29,              8.29,              7.59,   23.68
39.75,32.75,2015,07,22,              0.73,              8.20,              8.18,              7.62,   22.86
39.75,32.75,2015,07,23,              0.72,              8.13,              8.13,              7.86,   23.65
39.75,32.75,2015,07,24,              0.72,              8.04,              7.95,              8.33,   26.12
39.75,32.75,2015,07,25,              0.71,              7.95,              7.89,              8.66,   27.01
39.75,32.75,2015,07,26,              0.70,              7.83,              7.63,              8.93,   27.26
39.75,32.75,2015,07,27,              0.69,              7.87,              7.65,              8.58,   26.12
39.75,32.75,2015,07,28,              0.72,              7.92,              7.92,              8.24,   26.34
39.75,32.75,2015,07,29,              0.70,              7.83,              7.83,              8.46,   26.95
39.75,32.75,2015,07,30,              0.72,              7.77,              7.71,              8.78,   28.23
39.75,32.75,2015,07,31,              0.71,-999,              7.51,              9.11,   28.78
39.75,32.75,2015,08,01,              0.69,              7.63,              7.58,              8.76,   27.38
39.75,32.75,2015,08,02,              0.59,-999,              6.29,              9.12,   26.65
39.75,32.75,2015,08,03,              0.67,              7.56,              7.38,              8.90,   27.34
39.75,32.75,2015,08,04,              0.72,              7.59,              7.55,              8.75,   28.45
39.75,32.75,2015,08,05,              0.69,              7.49,              7.35,              8.93,   28.46
39.75,32.75,2015,08,06,              0.71,              7.51,              7.41,              8.96,   28.86
39.75,32.75,2015,08,07,              0.58,-999,              6.26,              9.44,   27.16
39.75,32.75,2015,08,08,              0.69,              7.46,              7.45,              8.69,   27.29
39.75,32.75,2015,08,09,              0.71,              7.44,              7.39,              8.77,   27.43
39.75,32.75,2015,08,10,              0.68,              7.35,              7.17,              9.23,   29.00
39.75,32.75,2015,08,11,              0.61,-999,              6.49,              9.18,   27.08
39.75,32.75,2015,08,12,              0.71,              7.32,              7.29,              8.51,   26.93
39.75,32.75,2015,08,13,              0.70,              7.28,              7.21,              8.75,   28.06
39.75,32.75,2015,08,14,              0.67,-999,              6.96,              9.25,   29.60
39.75,32.75,2015,08,15,              0.70,              7.12,              7.05,              9.18,   27.48
39.75,32.75,2015,08,16,              0.70,              7.10,              6.98,              8.93,   26.08
39.75,32.75,2015,08,17,              0.70,-999,              7.08,              8.68,   26.95
39.75,32.75,2015,08,18,              0.66,-999,              6.73,              8.96,   27.87
39.75,32.75,2015,08,19,              0.68,              7.01,              6.76,              9.15,   28.70
39.75,32.75,2015,08,20,              0.67,              6.99,              6.77,              9.09,   28.37
39.75,32.75,2015,08,21,              0.63,-999,              6.29,              9.32,   24.95
39.75,32.75,2015,08,22,              0.67,              6.90,              6.65,              9.00,   25.21
39.75,32.75,2015,08,23,              0.58,-999,              5.70,              9.02,   24.66
39.75,32.75,2015,08,24,              0.70,-999,              6.90,              7.90,   22.29
39.75,32.75,2015,08,25,              0.68,-999,              6.58,              7.64,   19.99
39.75,32.75,2015,08,26,              0.72,              6.96,              6.90,              7.46,   19.48
39.75,32.75,2015,08,27,              0.70,-999,              6.59,              7.75,   20.49
39.75,32.75,2015,08,28,              0.72,              6.98,              6.91,              7.31,   19.89
39.75,32.75,2015,08,29,              0.72,              6.90,              6.84,              7.32,   19.44
39.75,32.75,2015,08,30,              0.72,              6.74,              6.74,              7.65,   20.03
39.75,32.75,2015,08,31,              0.71,              6.77,              6.77,              7.58,   20.89
39.75,32.75,2015,09,01,              0.74,              6.88,              6.82,              7.39,   20.81
39.75,32.75,2015,09,02,              0.74,              6.85,              6.85,              7.46,   22.68
39.75,32.75,2015,09,03,              0.73,              6.77,              6.77,              7.66,   24.33
39.75,32.75,2015,09,04,              0.71,              6.54,              6.46,              8.31,   25.68
39.75,32.75,2015,09,05,              0.72,              6.58,              6.58,              7.90,   24.54
39.75,32.75,2015,09,06,              0.75,              6.66,              6.66,              7.57,   23.50
39.75,32.75,2015,09,07,              0.71,              6.32,              6.27,              8.50,   25.88
39.75,32.75,2015,09,08,              0.67,              6.20,              6.06,              8.85,   25.49
39.75,32.75,2015,09,09,              0.67,              6.10,              5.98,              8.88,   24.89
39.75,32.75,2015,09,10,              0.68,              6.10,              6.04,              8.77,   25.32
39.75,32.75,2015,09,11,              0.69,              6.08,              6.00,              8.92,   27.48
39.75,32.75,2015,09,12,              0.61,              5.99,              5.32,              8.89,   25.88
39.75,32.75,2015,09,13,              0.68,-999,              5.79,              8.35,   23.21
39.75,32.75,2015,09,14,              0.66,              5.99,              5.63,              8.29,   23.90
39.75,32.75,2015,09,15,              0.64,              5.95,              5.46,              8.46,   24.73
39.75,32.75,2015,09,16,              0.67,              5.90,              5.76,              8.36,   24.74
39.75,32.75,2015,09,17,              0.70,              5.89,              5.82,              8.02,   24.47
39.75,32.75,2015,09,18,              0.72,              5.89,              5.87,              7.70,   22.53
39.75,32.75,2015,09,19,              0.71,              5.88,              5.84,              7.53,   22.53
39.75,32.75,2015,09,20,              0.70,              5.77,              5.64,              7.85,   22.98
39.75,32.75,2015,09,21,              0.61,-999,              5.01,              8.24,   21.50
39.75,32.75,2015,09,22,              0.62,-999,              5.04,              8.65,   22.18
39.75,32.75,2015,09,23,              0.34,-999,              2.72,              8.90,   20.28
39.75,32.75,2015,09,24,              0.61,-999,              4.81,              8.20,   21.52
39.75,32.75,2015,09,25,              0.66,              5.38,              5.24,              8.20,   22.83
39.75,32.75,2015,09,26,              0.67,              5.39,              5.17,              8.03,   22.72
39.75,32.75,2015,09,27,              0.60,              5.31,              4.68,              8.35,   23.49
39.75,32.75,2015,09,28,              0.63,-999,              4.79,              8.69,   22.21
39.75,32.75,2015,09,29,              0.59,              5.12,              4.51,              8.94,   21.79
39.75,32.75,2015,09,30,              0.34,-999,              2.57,              8.83,   17.06
39.75,32.75,2015,10,01,              0.46,-999,              3.49,              8.47,   17.34
39.75,32.75,2015,10,02,              0.67,              5.07,              4.95,              7.69,   17.81
39.75,32.75,2015,10,03,              0.66,              5.06,              4.88,              7.48,   17.78
39.75,32.75,2015,10,04,              0.71,              5.05,              5.02,              7.33,   18.05
39.75,32.75,2015,10,05,              0.64,              4.98,              4.55,              7.63,   18.51
39.75,32.75,2015,10,06,              0.25,-999,              1.74,              8.43,   15.57
39.75,32.75,2015,10,07,              0.34,-999,              2.37,              8.09,   14.07
39.75,32.75,2015,10,08,              0.52,-999,              3.68,              7.66,   13.63
39.75,32.75,2015,10,09,              0.65,-999,              4.47,              7.44,   14.54
39.75,32.75,2015,10,10,              0.69,              4.68,              4.60,              7.38,   14.38
39.75,32.75,2015,10,11,              0.56,-999,              3.81,              8.49,   16.73
39.75,32.75,2015,10,12,              0.49,-999,              3.23,              8.76,   17.23
39.75,32.75,2015,10,13,              0.57,-999,              3.75,              7.97,   15.52
39.75,32.75,2015,10,14,              0.67,              4.51,              4.36,              7.37,   14.67
39.75,32.75,2015,10,15,              0.68,              4.45,              4.44,              7.16,   15.14
39.75,32.75,2015,10,16,              0.67,              4.39,              4.39,              7.27,   14.73
39.75,32.75,2015,10,17,              0.61,-999,              3.87,              7.93,   15.50
39.75,32.75,2015,10,18,              0.65,-999,              4.05,              7.81,   15.44
39.75,32.75,2015,10,19,              0.62,-999,              3.90,              7.91,   16.67
39.75,32.75,2015,10,20,              0.67,              4.20,              4.18,              7.29,   15.02
39.75,32.75,2015,10,21,              0.63,-999,              3.82,              8.06,   15.53
39.75,32.75,2015,10,22,              0.38,-999,              2.31,              8.71,   15.28
39.75,32.75,2015,10,23,              0.15,-999,              0.91,              8.26,   13.98
39.75,32.75,2015,10,24,              0.47,-999,              2.78,              8.27,   14.20
39.75,32.75,2015,10,25,              0.31,-999,              1.80,              7.63,   10.65
39.75,32.75,2015,10,26,              0.67,              4.02,              3.93,              6.11,    7.72
39.75,32.75,2015,10,27,              0.65,-999,              3.77,              6.47,    7.60
39.75,32.75,2015,10,28,              0.54,-999,              3.06,              7.09,    7.29
39.75,32.75,2015,10,29,              0.36,-999,              2.02,              7.28,    6.62
39.75,32.75,2015,10,30,              0.61,-999,              3.32,              6.81,    6.99
39.75,32.75,2015,10,31,              0.28,-999,              1.56,              7.53,    6.34
39.75,32.75,2015,11,01,              0.71,              3.90,              3.86,              5.60,    4.83
39.75,32.75,2015,11,02,              0.69,              3.75,              3.74,              5.87,    4.87
39.75,32.75,2015,11,03,              0.69,              3.68,              3.68,              6.08,    6.07
39.75,32.75,2015,11,04,              0.69,              3.65,              3.65,              6.11,    6.77
39.75,32.75,2015,11,05,              0.69,              3.60,              3.60,              6.16,    7.60
39.75,32.75,2015,11,06,              0.68,              3.53,              3.53,              6.24,    7.65
39.75,32.75,2015,11,07,              0.67,              3.45,              3.45,              6.39,    8.11
39.75,32.75,2015,11,08,              0.63,-999,              3.20,              6.47,    6.05
39.75,32.75,2015,11,09,              0.52,-999,              2.61,              6.56,    4.91
39.75,32.75,2015,11,10,              0.67,              3.38,              3.33,              6.00,    4.99
39.75,32.75,2015,11,11,              0.32,-999,              1.59,              7.58,    6.34
39.75,32.75,2015,11,12,              0.41,-999,              2.01,              7.55,    8.25
39.75,32.75,2015,11,13,              0.65,              3.16,              3.16,              6.33,    6.83
39.75,32.75,2015,11,14,              0.68,              3.27,              3.27,              5.72,    5.65
39.75,32.75,2015,11,15,              0.66,              3.12,              3.10,              6.15,    5.45
39.75,32.75,2015,11,16,              0.52,              3.03,              2.42,              6.68,    4.08
39.75,32.75,2015,11,17,              0.66,              3.11,              3.08,              5.81,    2.96
39.75,32.75,2015,11,18,              0.63,              3.04,              2.89,              5.94,    1.85
39.75,32.75,2015,11,19,              0.64,              2.97,              2.92,              6.27,    3.85
39.75,32.75,2015,11,20,              0.67,              3.01,              3.01,              5.87,    4.14
39.75,32.75,2015,11,21,              0.66,              2.97,              2.96,              5.95,    5.49
39.75,32.75,2015,11,22,              0.63,              2.89,              2.81,              6.45,    7.87
39.75,32.75,2015,11,23,              0.65,              2.89,              2.87,              6.12,    6.78
39.75,32.75,2015,11,24,              0.64,-999,              2.80,              6.19,    6.09
39.75,32.75,2015,11,25,              0.17,-999,              0.74,              7.32,    5.94
39.75,32.75,2015,11,26,              0.21,-999,              0.92,              7.60,    7.78
39.75,32.75,2015,11,27,              0.47,-999,              2.01,              7.62,    8.47
39.75,32.75,2015,11,28,              0.50,              2.69,              2.09,              7.13,    7.87
39.75,32.75,2015,11,29,              0.40,-999,              1.68,              7.28,    6.47
39.75,32.75,2015,11,30,              0.40,-999,              1.64,              6.80,    3.15
39.75,32.75,2015,12,01,              0.66,-999,              2.73,              6.16,    1.26
39.75,32.75,2015,12,02,              0.27,-999,              1.10,              6.40,    0.90
39.75,32.75,2015,12,03,              0.60,-999,              2.43,              5.50,   -2.50
39.75,32.75,2015,12,04,              0.50,-999,              2.03,              5.66,   -1.97
39.75,32.75,2015,12,05,              0.70,              2.82,              2.82,              4.77,   -2.95
39.75,32.75,2015,12,06,              0.65,-999,              2.60,              5.59,   -1.69
39.75,32.75,2015,12,07,              0.67,              2.65,              2.65,              5.73,   -0.23
39.75,32.75,2015,12,08,              0.67,              2.66,              2.66,              5.70,    0.26
39.75,32.75,2015,12,09,              0.68,              2.66,              2.65,              5.67,   -0.21
39.75,32.75,2015,12,10,              0.67,-999,              2.62,              5.88,    0.11
39.75,32.75,2015,12,11,              0.50,-999,              1.94,              6.37,   -0.23
39.75,32.75,2015,12,12,              0.66,              2.58,              2.58,              5.64,   -0.21
39.75,32.75,2015,12,13,              0.48,-999,              1.84,              6.45,   -1.02
39.75,32.75,2015,12,14,              0.43,-999,              1.64,              6.59,   -1.25
39.75,32.75,2015,12,15,              0.56,-999,              2.16,              6.13,   -1.07
39.75,32.75,2015,12,16,              0.28,-999,              1.06,              7.03,   -1.07
39.75,32.75,2015,12,17,              0.36,-999,              1.36,              6.66,   -0.96
39.75,32.75,2015,12,18,              0.64,              2.57,              2.44,              5.69,   -1.36
39.75,32.75,2015,12,19,              0.56,              2.56,              2.14,              6.12,   -1.34
39.75,32.75,2015,12,20,              0.31,-999,              1.20,              6.98,   -1.61
39.75,32.75,2015,12,21,              0.29,-999,              1.10,              7.07,   -0.97
39.75,32.75,2015,12,22,              0.35,-999,              1.34,              7.13,   -1.22
39.75,32.75,2015,12,23,              0.38,-999,              1.44,              7.17,   -1.13
