LAT,LON,YEAR,MO,DY,KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,TS
39.75,32.75,2016,04,16,              0.71,              6.97,              6.97,              6.32,   12.46
39.75,32.75,2016,04,17,              0.71,              6.98,              6.98,              6.60,   13.90
39.75,32.75,2016,04,18,              0.70,              6.98,              6.95,              6.84,   15.76
39.75,32.75,2016,04,19,              0.68,-999,              6.75,              7.35,   17.16
39.75,32.75,2016,04,20,              0.66,              6.92,              6.58,              7.37,   16.93
39.75,32.75,2016,04,21,              0.54,-999,              5.42,              6.59,    9.98
39.75,32.75,2016,04,22,              0.73,              7.39,              7.39,              5.66,    9.17
39.75,32.75,2016,04,23,              0.55,-999,              5.61,              7.13,   11.23
39.75,32.75,2016,04,24,              0.58,-999,              5.93,              8.00,   15.55
39.75,32.75,2016,04,25,              0.47,-999,              4.83,              7.16,   12.11
39.75,32.75,2016,04,26,              0.31,-999,              3.22,              7.19,   10.90
39.75,32.75,2016,04,27,              0.69,-999,              7.17,              6.23,    9.96
39.75,32.75,2016,04,28,              0.70,-999,              7.26,              6.23,   11.40
39.75,32.75,2016,04,29,              0.64,              7.35,              6.65,              7.27,   13.64
39.75,32.75,2016,04,30,              0.53,-999,              5.52,              7.65,   13.96
39.75,32.75,2016,05,01,              0.66,-999,              6.95,              7.10,   14.71
39.75,32.75,2016,05,02,              0.51,-999,              5.37,              7.76,   15.42
39.75,32.75,2016,05,03,              0.49,-999,              5.19,              8.30,   16.79
39.75,32.75,2016,05,04,              0.26,-999,              2.75,              7.61,   10.61
39.75,32.75,2016,05,05,              0.42,-999,              4.46,              7.78,   10.60
39.75,32.75,2016,05,06,              0.29,-999,              3.16,              7.94,   10.25
39.75,32.75,2016,05,07,              0.49,-999,              5.31,              7.32,   11.82
39.75,32.75,2016,05,08,              0.61,-999,              6.61,              7.08,   13.92
39.75,32.75,2016,05,09,              0.61,-999,              6.63,              7.86,   15.06
39.75,32.75,2016,05,10,              0.47,-999,              5.16,              7.81,   13.04
39.75,32.75,2016,05,11,              0.56,-999,              6.07,              7.34,   13.88
39.75,32.75,2016,05,12,              0.48,-999,              5.22,              8.34,   16.16
39.75,32.75,2016,05,13,              0.50,-999,              5.54,              8.50,   18.62
39.75,32.75,2016,05,14,              0.51,-999,              5.60,              7.74,   17.93
39.75,32.75,2016,05,15,              0.45,-999,              5.01,              8.52,   19.17
39.75,32.75,2016,05,16,              0.68,-999,              7.50,              7.35,   17.17
39.75,32.75,2016,05,17,              0.67,-999,              7.46,              7.35,   17.28
39.75,32.75,2016,05,18,              0.56,-999,              6.19,              7.64,   14.31
39.75,32.75,2016,05,19,              0.72,              8.11,              7.99,              6.64,   14.20
39.75,32.75,2016,05,20,              0.71,              8.07,              7.96,              6.81,   15.30
39.75,32.75,2016,05,21,              0.44,-999,              4.89,              8.22,   17.20
39.75,32.75,2016,05,22,              0.27,-999,              3.03,              8.16,   15.37
39.75,32.75,2016,05,23,              0.22,-999,              2.48,              8.17,   13.30
39.75,32.75,2016,05,24,              0.60,-999,              6.81,              7.69,   14.67
39.75,32.75,2016,05,25,              0.47,-999,              5.27,              7.51,   14.29
39.75,32.75,2016,05,26,              0.55,-999,              6.19,              7.59,   13.50
39.75,32.75,2016,05,27,              0.57,-999,              6.52,              7.49,   13.97
39.75,32.75,2016,05,28,              0.31,-999,              3.51,              8.36,   12.75
39.75,32.75,2016,05,29,              0.57,-999,              6.49,              7.54,   14.76
39.75,32.75,2016,05,30,              0.69,-999,              7.84,              7.69,   18.14
39.75,32.75,2016,05,31,              0.69,              8.01,              7.92,              8.14,   19.81
39.75,32.75,2016,06,01,              0.68,-999,              7.77,              8.02,   20.95
39.75,32.75,2016,06,02,              0.70,              8.20,              8.06,              8.05,   21.99
39.75,32.75,2016,06,03,              0.46,-999,              5.29,              8.30,   21.70
39.75,32.75,2016,06,04,              0.64,-999,              7.34,              7.77,   19.05
39.75,32.75,2016,06,05,              0.68,-999,              7.79,              7.64,   18.53
39.75,32.75,2016,06,06,              0.54,-999,              6.18,              7.97,   17.54
39.75,32.75,2016,06,07,              0.71,              8.35,              8.22,              7.86,   17.59
39.75,32.75,2016,06,08,              0.22,-999,              2.54,              8.68,   14.80
39.75,32.75,2016,06,09,              0.44,-999,              5.13,              7.72,   15.71
39.75,32.75,2016,06,10,              0.61,-999,              7.04,              7.37,   17.76
39.75,32.75,2016,06,11,              0.70,              8.49,              8.05,              7.45,   19.12
39.75,32.75,2016,06,12,              0.74,              8.52,              8.52,              7.30,   20.05
39.75,32.75,2016,06,13,              0.63,-999,              7.23,              8.09,   22.59
39.75,32.75,2016,06,14,              0.16,-999,              1.87,              8.73,   19.26
39.75,32.75,2016,06,15,              0.67,-999,              7.76,              7.87,   18.82
39.75,32.75,2016,06,16,              0.68,-999,              7.83,              7.85,   20.75
39.75,32.75,2016,06,17,              0.74,              8.55,              8.55,              7.30,   21.14
39.75,32.75,2016,06,18,              0.74,              8.54,              8.54,              7.46,   21.90
39.75,32.75,2016,06,19,              0.74,              8.51,              8.51,              7.74,   23.62
39.75,32.75,2016,06,20,              0.73,              8.46,              8.46,              7.93,   24.43
39.75,32.75,2016,06,21,              0.73,              8.41,              8.41,              8.04,   24.81
39.75,32.75,2016,06,22,              0.72,              8.42,              8.36,              8.14,   25.16
39.75,32.75,2016,06,23,              0.72,              8.36,              8.30,              8.35,   26.01
39.75,32.75,2016,06,24,              0.65,-999,              7.57,              8.51,   25.33
39.75,32.75,2016,06,25,              0.70,              8.34,              8.13,              8.24,   25.37
39.75,32.75,2016,06,26,              0.69,-999,              7.97,              8.55,   27.67
39.75,32.75,2016,06,27,              0.63,              8.30,              7.32,              8.92,   28.24
39.75,32.75,2016,06,28,              0.66,-999,              7.66,              8.68,   25.78
39.75,32.75,2016,06,29,              0.36,-999,              4.09,              8.98,   23.81
39.75,32.75,2016,06,30,              0.52,-999,              5.98,              8.81,   22.46
39.75,32.75,2016,07,01,              0.56,-999,              6.48,              8.56,   23.46
39.75,32.75,2016,07,02,              0.72,              8.40,              8.24,              7.98,   25.28
39.75,32.75,2016,07,03,              0.67,-999,              7.71,              8.41,   26.74
39.75,32.75,2016,07,04,              0.60,-999,              6.91,              8.63,   24.90
39.75,32.75,2016,07,05,              0.68,-999,              7.74,              8.02,   24.08
39.75,32.75,2016,07,06,              0.69,-999,              7.94,              8.17,   25.38
39.75,32.75,2016,07,07,              0.63,-999,              7.16,              8.53,   25.88
39.75,32.75,2016,07,08,              0.66,-999,              7.54,              8.27,   23.73
39.75,32.75,2016,07,09,              0.73,              8.44,              8.35,              7.33,   22.32
39.75,32.75,2016,07,10,              0.74,              8.44,              8.37,              7.45,   23.15
39.75,32.75,2016,07,11,              0.74,              8.40,              8.40,              7.39,   23.35
39.75,32.75,2016,07,12,              0.74,              8.42,              8.42,              7.52,   23.85
39.75,32.75,2016,07,13,              0.74,              8.41,              8.41,              7.66,   26.58
39.75,32.75,2016,07,14,              0.73,              8.29,              8.29,              8.02,   28.40
39.75,32.75,2016,07,15,              0.74,              8.46,              8.40,              7.66,   28.40
39.75,32.75,2016,07,16,              0.74,              8.35,              8.35,              7.96,   29.61
39.75,32.75,2016,07,17,              0.73,              8.28,              8.20,              8.25,   30.91
39.75,32.75,2016,07,18,              0.72,              8.16,              8.07,              8.65,   30.47
39.75,32.75,2016,07,19,              0.69,-999,              7.75,              8.58,   27.53
39.75,32.75,2016,07,20,              0.56,-999,              6.29,              9.20,   25.63
39.75,32.75,2016,07,21,              0.57,-999,              6.35,              8.87,   24.45
39.75,32.75,2016,07,22,              0.70,-999,              7.82,              8.03,   26.11
39.75,32.75,2016,07,23,              0.73,              8.12,              8.12,              7.64,   26.02
39.75,32.75,2016,07,24,              0.73,              8.13,              8.02,              7.62,   24.52
39.75,32.75,2016,07,25,              0.74,              8.15,              8.15,              7.48,   24.60
39.75,32.75,2016,07,26,              0.73,              8.05,              7.98,              7.74,   26.19
39.75,32.75,2016,07,27,              0.71,              7.91,              7.73,              8.30,   28.10
39.75,32.75,2016,07,28,              0.72,              7.83,              7.83,              8.32,   28.02
39.75,32.75,2016,07,29,              0.71,              7.81,              7.72,              8.44,   27.61
39.75,32.75,2016,07,30,              0.65,              7.70,              7.08,              8.93,   28.19
39.75,32.75,2016,07,31,              0.65,-999,              7.08,              8.48,   27.11
39.75,32.75,2016,08,01,              0.72,              7.75,              7.75,              8.20,   28.11
39.75,32.75,2016,08,02,              0.68,              7.68,              7.27,              8.86,   30.20
39.75,32.75,2016,08,03,              0.56,-999,              6.04,              9.22,   29.42
39.75,32.75,2016,08,04,              0.69,              7.51,              7.38,              8.84,   28.66
39.75,32.75,2016,08,05,              0.69,              7.49,              7.37,              9.00,   28.09
39.75,32.75,2016,08,06,              0.69,              7.44,              7.26,              8.80,   27.99
39.75,32.75,2016,08,07,              0.68,-999,              7.18,              8.64,   28.24
39.75,32.75,2016,08,08,              0.71,              7.52,              7.43,              8.23,   28.08
39.75,32.75,2016,08,09,              0.71,              7.47,              7.38,              8.38,   28.20
39.75,32.75,2016,08,10,              0.69,              7.41,              7.22,              8.74,   29.64
39.75,32.75,2016,08,11,              0.67,              7.32,              6.95,              8.84,   30.23
39.75,32.75,2016,08,12,              0.63,              7.33,              6.55,              9.44,   30.99
39.75,32.75,2016,08,13,              0.51,-999,              5.23,              9.91,   27.64
39.75,32.75,2016,08,14,              0.47,-999,              4.80,              9.13,   21.89
39.75,32.75,2016,08,15,              0.73,              7.39,              7.39,              7.59,   20.83
39.75,32.75,2016,08,16,              0.71,              7.39,              7.24,              7.50,   21.73
39.75,32.75,2016,08,17,              0.70,-999,              7.08,              7.68,   23.16
39.75,32.75,2016,08,18,              0.70,-999,              7.05,              8.07,   24.90
39.75,32.75,2016,08,19,              0.72,              7.24,              7.19,              7.93,   25.73
39.75,32.75,2016,08,20,              0.71,              7.14,              7.04,              8.27,   27.26
39.75,32.75,2016,08,21,              0.70,-999,              6.89,              8.55,   27.78
39.75,32.75,2016,08,22,              0.70,              6.98,              6.87,              8.36,   26.93
39.75,32.75,2016,08,23,              0.62,-999,              6.05,              8.77,   27.98
39.75,32.75,2016,08,24,              0.68,              6.81,              6.56,              8.95,   28.36
39.75,32.75,2016,08,25,              0.63,-999,              6.03,              8.97,   26.21
39.75,32.75,2016,08,26,              0.68,              6.74,              6.51,              8.70,   25.07
39.75,32.75,2016,08,27,              0.60,-999,              5.74,              9.04,   24.06
39.75,32.75,2016,08,28,              0.64,-999,              6.05,              9.16,   23.89
39.75,32.75,2016,08,29,              0.66,-999,              6.22,              8.85,   24.01
39.75,32.75,2016,08,30,              0.69,              6.62,              6.46,              8.46,   24.65
39.75,32.75,2016,08,31,              0.68,              6.57,              6.35,              8.25,   23.69
39.75,32.75,2016,09,01,              0.64,-999,              5.93,              8.19,   22.08
39.75,32.75,2016,09,02,              0.63,-999,              5.77,              8.14,   21.46
39.75,32.75,2016,09,03,              0.67,-999,              6.10,              7.95,   20.70
39.75,32.75,2016,09,04,              0.68,              6.54,              6.18,              7.81,   20.34
39.75,32.75,2016,09,05,              0.58,-999,              5.26,              8.27,   22.57
39.75,32.75,2016,09,06,              0.67,              6.39,              6.02,              8.26,   24.13
39.75,32.75,2016,09,07,              0.66,              6.30,              5.88,              8.41,   24.29
39.75,32.75,2016,09,08,              0.72,              6.46,              6.39,              7.43,   22.39
39.75,32.75,2016,09,09,              0.71,              6.27,              6.23,              7.87,   23.93
39.75,32.75,2016,09,10,              0.70,              6.20,              6.14,              8.27,   24.00
39.75,32.75,2016,09,11,              0.70,              6.13,              6.04,              8.40,   25.85
39.75,32.75,2016,09,12,              0.68,              6.07,              5.86,              8.38,   25.33
39.75,32.75,2016,09,13,              0.67,              5.96,              5.73,              8.59,   22.50
39.75,32.75,2016,09,14,              0.61,-999,              5.20,              8.50,   20.96
39.75,32.75,2016,09,15,              0.47,-999,              3.95,              8.32,   19.22
39.75,32.75,2016,09,16,              0.67,-999,              5.59,              7.50,   18.52
39.75,32.75,2016,09,17,              0.71,              5.99,              5.93,              6.90,   17.94
39.75,32.75,2016,09,18,              0.70,              5.84,              5.82,              7.54,   19.72
39.75,32.75,2016,09,19,              0.68,              5.74,              5.59,              8.06,   22.40
39.75,32.75,2016,09,20,              0.34,-999,              2.74,              8.87,   19.30
39.75,32.75,2016,09,21,              0.54,-999,              4.33,              8.34,   17.43
39.75,32.75,2016,09,22,              0.58,-999,              4.65,              8.20,   16.32
39.75,32.75,2016,09,23,              0.57,-999,              4.56,              7.38,   12.21
39.75,32.75,2016,09,24,              0.66,-999,              5.20,              6.50,   11.51
39.75,32.75,2016,09,25,              0.51,-999,              3.94,              6.97,   11.45
39.75,32.75,2016,09,26,              0.65,-999,              5.00,              6.83,   12.65
39.75,32.75,2016,09,27,              0.69,              5.37,              5.31,              7.10,   13.79
39.75,32.75,2016,09,28,              0.66,-999,              5.02,              7.16,   13.69
39.75,32.75,2016,09,29,              0.70,              5.30,              5.30,              6.64,   12.79
39.75,32.75,2016,09,30,              0.70,              5.21,              5.21,              6.92,   13.97
39.75,32.75,2016,10,01,              0.72,              5.31,              5.29,              6.64,   14.08
39.75,32.75,2016,10,02,              0.71,              5.20,              5.20,              6.86,   15.34
39.75,32.75,2016,10,03,              0.68,-999,              4.96,              7.34,   16.00
39.75,32.75,2016,10,04,              0.69,              4.98,              4.93,              7.37,   17.26
39.75,32.75,2016,10,05,              0.69,              4.94,              4.87,              7.55,   17.03
39.75,32.75,2016,10,06,              0.68,              4.88,              4.79,              7.43,   16.66
39.75,32.75,2016,10,07,              0.67,              4.83,              4.70,              7.40,   16.67
39.75,32.75,2016,10,08,              0.54,-999,              3.73,              8.11,   15.90
39.75,32.75,2016,10,09,              0.59,-999,              4.04,              7.79,   15.19
39.75,32.75,2016,10,10,              0.66,              4.66,              4.45,              7.42,   15.32
39.75,32.75,2016,10,11,              0.68,              4.58,              4.52,              7.72,   16.03
39.75,32.75,2016,10,12,              0.56,-999,              3.73,              8.26,   18.39
39.75,32.75,2016,10,13,              0.53,-999,              3.46,              7.78,   16.29
39.75,32.75,2016,10,14,              0.69,-999,              4.45,              6.79,   12.17
39.75,32.75,2016,10,15,              0.71,              4.57,              4.54,              6.09,    9.60
39.75,32.75,2016,10,16,              0.68,              4.34,              4.31,              6.90,   12.35
39.75,32.75,2016,10,17,              0.64,-999,              4.01,              7.34,    9.92
39.75,32.75,2016,10,18,              0.48,-999,              2.97,              7.46,    7.41
39.75,32.75,2016,10,19,              0.68,              4.31,              4.20,              6.40,    7.55
39.75,32.75,2016,10,20,              0.70,              4.25,              4.25,              6.30,    9.60
39.75,32.75,2016,10,21,              0.69,              4.22,              4.14,              6.45,   10.27
39.75,32.75,2016,10,22,              0.67,              4.07,              4.02,              6.84,   11.81
39.75,32.75,2016,10,23,              0.56,-999,              3.34,              7.66,   13.36
39.75,32.75,2016,10,24,              0.43,-999,              2.53,              7.88,   12.53
39.75,32.75,2016,10,25,              0.65,              3.94,              3.75,              6.65,   10.53
39.75,32.75,2016,10,26,              0.68,              3.98,              3.93,              6.27,    8.07
39.75,32.75,2016,10,27,              0.44,-999,              2.48,              7.69,    8.77
39.75,32.75,2016,10,28,              0.47,-999,              2.63,              8.25,   10.78
39.75,32.75,2016,10,29,              0.36,-999,              2.03,              8.14,    9.62
39.75,32.75,2016,10,30,              0.61,-999,              3.36,              6.97,    8.25
39.75,32.75,2016,10,31,              0.53,-999,              2.91,              6.76,    4.24
39.75,32.75,2016,11,01,              0.60,-999,              3.26,              5.57,    1.13
39.75,32.75,2016,11,02,              0.69,              3.74,              3.72,              5.41,    1.78
39.75,32.75,2016,11,03,              0.70,              3.71,              3.71,              5.73,    4.24
39.75,32.75,2016,11,04,              0.66,              3.57,              3.45,              6.37,    5.77
39.75,32.75,2016,11,05,              0.60,              3.45,              3.09,              6.69,    6.46
39.75,32.75,2016,11,06,              0.60,              3.41,              3.10,              6.82,    8.51
39.75,32.75,2016,11,07,              0.62,-999,              3.15,              6.93,    9.45
39.75,32.75,2016,11,08,              0.28,-999,              1.42,              7.79,   10.95
39.75,32.75,2016,11,09,              0.37,-999,              1.83,              8.27,   13.53
39.75,32.75,2016,11,10,              0.36,-999,              1.78,              7.26,   10.94
39.75,32.75,2016,11,11,              0.54,              3.23,              2.66,              6.71,    7.87
39.75,32.75,2016,11,12,              0.65,              3.19,              3.13,              6.46,    7.89
39.75,32.75,2016,11,13,              0.39,-999,              1.84,              7.33,    8.55
39.75,32.75,2016,11,14,              0.58,-999,              2.74,              6.91,    6.28
39.75,32.75,2016,11,15,              0.27,-999,              1.27,              7.48,    3.74
39.75,32.75,2016,11,16,              0.25,-999,              1.15,              6.55,    0.79
39.75,32.75,2016,11,17,              0.49,-999,              2.28,              5.67,   -0.53
39.75,32.75,2016,11,18,              0.67,              3.06,              3.06,              5.29,   -0.65
39.75,32.75,2016,11,19,              0.68,              3.06,              3.06,              5.38,    1.19
39.75,32.75,2016,11,20,              0.67,              3.04,              3.00,              5.54,    3.24
39.75,32.75,2016,11,21,              0.66,              2.98,              2.94,              5.78,    4.60
39.75,32.75,2016,11,22,              0.67,              2.96,              2.93,              5.52,    2.57
39.75,32.75,2016,11,23,              0.68,              2.98,              2.98,              5.22,    1.34
39.75,32.75,2016,11,24,              0.68,              3.00,              2.95,              5.01,    0.45
39.75,32.75,2016,11,25,              0.68,              2.90,              2.90,              5.26,    0.62
39.75,32.75,2016,11,26,              0.66,              2.85,              2.82,              5.43,    1.00
39.75,32.75,2016,11,27,              0.65,              2.80,              2.75,              5.67,    2.38
39.75,32.75,2016,11,28,              0.51,-999,              2.13,              6.97,    5.26
39.75,32.75,2016,11,29,              0.15,-999,              0.62,              7.63,    4.96
39.75,32.75,2016,11,30,              0.25,-999,              1.03,              6.95,   -1.08
39.75,32.75,2016,12,01,              0.29,-999,              1.20,              6.41,   -4.85
39.75,32.75,2016,12,02,              0.66,-999,              2.68,              5.73,   -3.81
39.75,32.75,2016,12,03,              0.29,-999,              1.19,              6.40,   -3.11
39.75,32.75,2016,12,04,              0.37,-999,              1.48,              6.28,   -4.09
39.75,32.75,2016,12,05,              0.69,              2.74,              2.74,              4.94,   -5.26
39.75,32.75,2016,12,06,              0.70,              2.80,              2.79,              4.68,   -5.01
39.75,32.75,2016,12,07,              0.68,              2.67,              2.67,              5.27,   -2.58
39.75,32.75,2016,12,08,              0.69,              2.73,              2.72,              4.76,   -4.56
39.75,32.75,2016,12,09,              0.67,              2.63,              2.63,              5.26,   -4.04
39.75,32.75,2016,12,10,              0.67,              2.61,              2.60,              5.64,   -1.82
39.75,32.75,2016,12,11,              0.66,              2.54,              2.54,              5.80,   -0.63
39.75,32.75,2016,12,12,              0.60,-999,              2.32,              6.42,    0.63
39.75,32.75,2016,12,13,              0.26,-999,              1.02,              6.90,    0.23
39.75,32.75,2016,12,14,              0.60,-999,              2.31,              5.04,   -5.32
39.75,32.75,2016,12,15,              0.61,-999,              2.32,              5.36,   -5.61
39.75,32.75,2016,12,16,              0.36,-999,              1.36,              6.23,   -4.73
39.75,32.75,2016,12,17,              0.49,-999,              1.87,              5.61,   -6.13
39.75,32.75,2016,12,18,              0.63,-999,              2.40,              4.85,   -8.13
39.75,32.75,2016,12,19,              0.65,              2.64,              2.46,              4.87,   -7.99
39.75,32.75,2016,12,20,              0.47,              2.62,              1.79,              5.80,   -6.46
39.75,32.75,2016,12,21,              0.35,-999,              1.34,              5.80,   -4.04
39.75,32.75,2016,12,22,              0.22,-999,              0.84,              6.24,   -2.98
39.75,32.75,2016,12,23,              0.10,-999,              0.40,              6.50,   -2.95
39.75,32.75,2016,12,24,              0.23,-999,              0.89,              7.01,   -1.90
39.75,32.75,2016,12,25,              0.25,-999,              0.96,              6.87,   -1.64
39.75,32.75,2016,12,26,              0.18,-999,              0.69,              6.50,   -2.07
39.75,32.75,2016,12,27,              0.27,-999,              1.02,              6.56,   -1.83
39.75,32.75,2016,12,28,              0.31,-999,              1.21,              6.25,   -3.41
39.75,32.75,2016,12,29,              0.28,-999,              1.08,              6.36,   -3.10
39.75,32.75,2016,12,30,              0.39,-999,              1.50,              6.19,   -6.15
39.75,32.75,2016,12,31,              0.07,-999,              0.28,              6.24,   -7.52
39.75,32.75,2017,01,01,              0.17,              2.72,              0.67,              5.73,  -11.99
39.75,32.75,2017,01,02,              0.21,-999,              0.82,              6.04,  -14.64
39.75,32.75,2017,01,03,              0.19,-999,              0.75,              6.22,  -12.74
39.75,32.75,2017,01,04,              0.14,-999,              0.54,              6.52,   -9.07
39.75,32.75,2017,01,05,              0.14,-999,              0.54,              6.77,   -1.37
39.75,32.75,2017,01,06,              0.61,              2.73,              2.46,              6.02,    0.21
39.75,32.75,2017,01,07,              0.20,-999,              0.83,              6.37,   -2.08
39.75,32.75,2017,01,08,              0.10,-999,              0.42,              5.99,   -6.38
39.75,32.75,2017,01,09,              0.27,              2.84,              1.10,              5.23,   -9.54
39.75,32.75,2017,01,10,              0.08,-999,              0.31,              6.30,   -6.77
39.75,32.75,2017,01,11,              0.55,              2.87,              2.30,              5.45,   -3.69
39.75,32.75,2017,01,12,              0.18,-999,              0.76,              5.91,   -4.37
39.75,32.75,2017,01,13,              0.56,              2.94,              2.35,              4.81,   -7.73
39.75,32.75,2017,01,14,              0.49,-999,              2.09,              5.64,   -6.68
39.75,32.75,2017,01,15,              0.35,-999,              1.49,              6.48,   -2.46
39.75,32.75,2017,01,16,              0.33,-999,              1.42,              6.77,    0.07
39.75,32.75,2017,01,17,              0.47,-999,              2.05,              6.76,    0.90
39.75,32.75,2017,01,18,              0.47,-999,              2.05,              6.76,   -0.13
39.75,32.75,2017,01,19,              0.56,-999,              2.49,              6.42,   -0.45
39.75,32.75,2017,01,20,              0.32,-999,              1.45,              6.84,   -0.78
39.75,32.75,2017,01,21,              0.44,-999,              1.99,              6.24,   -3.23
39.75,32.75,2017,01,22,              0.47,-999,              2.16,              6.05,   -4.28
39.75,32.75,2017,01,23,              0.43,-999,              1.99,              5.96,   -4.25
39.75,32.75,2017,01,24,              0.44,-999,              2.04,              6.16,   -4.40
39.75,32.75,2017,01,25,              0.25,-999,              1.19,              6.69,   -1.17
39.75,32.75,2017,01,26,              0.30,-999,              1.42,              6.34,   -2.61
39.75,32.75,2017,01,27,              0.42,              3.44,              1.99,              5.08,   -7.13
39.75,32.75,2017,01,28,              0.41,-999,              1.97,              5.70,   -7.64
39.75,32.75,2017,01,29,              0.53,              3.50,              2.60,              5.13,   -6.73
39.75,32.75,2017,01,30,              0.48,-999,              2.38,              5.71,   -6.96
39.75,32.75,2017,01,31,              0.62,              3.67,              3.12,              4.59,   -9.35
39.75,32.75,2017,02,01,              0.50,-999,              2.53,              4.47,   -8.27
39.75,32.75,2017,02,02,              0.48,              3.64,              2.45,              4.57,   -7.06
39.75,32.75,2017,02,03,              0.50,-999,              2.56,              6.06,   -2.78
39.75,32.75,2017,02,04,              0.28,-999,              1.48,              7.33,    1.22
39.75,32.75,2017,02,05,              0.25,-999,              1.30,              7.03,    1.72
39.75,32.75,2017,02,06,              0.50,-999,              2.69,              7.00,    2.69
39.75,32.75,2017,02,07,              0.47,-999,              2.52,              6.65,    2.77
39.75,32.75,2017,02,08,              0.37,-999,              2.03,              6.88,    1.58
39.75,32.75,2017,02,09,              0.63,-999,              3.45,              6.38,    2.32
39.75,32.75,2017,02,10,              0.36,-999,              1.98,              7.08,    1.83
39.75,32.75,2017,02,11,              0.26,-999,              1.44,              7.43,    0.25
39.75,32.75,2017,02,12,              0.51,-999,              2.88,              6.32,   -2.03
39.75,32.75,2017,02,13,              0.63,-999,              3.61,              5.99,   -2.76
39.75,32.75,2017,02,14,              0.65,-999,              3.79,              5.39,   -3.35
39.75,32.75,2017,02,15,              0.40,-999,              2.31,              5.99,   -4.40
39.75,32.75,2017,02,16,              0.64,-999,              3.77,              5.70,   -3.39
39.75,32.75,2017,02,17,              0.73,              4.36,              4.35,              5.05,   -3.32
39.75,32.75,2017,02,18,              0.73,              4.38,              4.38,              5.41,   -1.05
39.75,32.75,2017,02,19,              0.66,-999,              4.00,              6.34,    1.08
39.75,32.75,2017,02,20,              0.68,-999,              4.19,              6.48,    1.91
39.75,32.75,2017,02,21,              0.47,-999,              2.94,              6.91,    2.05
39.75,32.75,2017,02,22,              0.34,-999,              2.13,              6.56,    1.36
39.75,32.75,2017,02,23,              0.72,              4.58,              4.58,              5.70,    3.42
39.75,32.75,2017,02,24,              0.72,              4.61,              4.60,              5.87,    4.11
39.75,32.75,2017,02,25,              0.72,              4.64,              4.64,              6.16,    4.42
39.75,32.75,2017,02,26,              0.32,-999,              2.07,              7.06,    5.15
39.75,32.75,2017,02,27,              0.65,-999,              4.32,              6.54,    5.92
39.75,32.75,2017,02,28,              0.65,-999,              4.32,              6.64,    6.32
39.75,32.75,2017,03,01,              0.64,-999,              4.31,              7.04,    7.17
39.75,32.75,2017,03,02,              0.41,-999,              2.83,              7.40,    6.69
39.75,32.75,2017,03,03,              0.56,-999,              3.87,              7.11,    6.29
39.75,32.75,2017,03,04,              0.64,-999,              4.49,              5.97,    4.45
39.75,32.75,2017,03,05,              0.72,              5.05,              5.05,              5.40,    3.00
39.75,32.75,2017,03,06,              0.71,              5.07,              5.03,              5.90,    5.33
39.75,32.75,2017,03,07,              0.68,-999,              4.92,              6.20,    6.41
39.75,32.75,2017,03,08,              0.60,-999,              4.39,              6.63,    7.08
39.75,32.75,2017,03,09,              0.31,-999,              2.31,              7.60,    9.39
39.75,32.75,2017,03,10,              0.23,-999,              1.71,              7.18,    6.50
39.75,32.75,2017,03,11,              0.47,-999,              3.50,              6.81,    7.45
39.75,32.75,2017,03,12,              0.17,-999,              1.29,              7.27,    4.96
39.75,32.75,2017,03,13,              0.31,-999,              2.36,              7.07,    5.43
39.75,32.75,2017,03,14,              0.19,-999,              1.48,              7.05,    2.33
39.75,32.75,2017,03,15,              0.26,-999,              2.06,              7.27,    2.03
39.75,32.75,2017,03,16,              0.41,-999,              3.25,              6.66,    2.58
39.75,32.75,2017,03,17,              0.26,-999,              2.10,              6.66,    0.15
39.75,32.75,2017,03,18,              0.67,-999,              5.38,              5.57,    1.66
39.75,32.75,2017,03,19,              0.42,-999,              3.37,              6.55,    2.81
39.75,32.75,2017,03,20,              0.68,-999,              5.54,              6.60,    5.89
39.75,32.75,2017,03,21,              0.47,-999,              3.84,              6.77,    6.97
39.75,32.75,2017,03,22,              0.71,              5.91,              5.90,              5.78,    6.21
39.75,32.75,2017,03,23,              0.72,              5.97,              5.96,              5.64,    5.30
39.75,32.75,2017,03,24,              0.72,              6.06,              6.04,              5.73,    6.54
39.75,32.75,2017,03,25,              0.71,              6.04,              5.98,              6.33,    9.76
39.75,32.75,2017,03,26,              0.68,              5.99,              5.81,              6.88,    9.82
39.75,32.75,2017,03,27,              0.42,-999,              3.60,              7.14,    7.40
39.75,32.75,2017,03,28,              0.72,              6.31,              6.22,              5.60,    5.45
39.75,32.75,2017,03,29,              0.73,              6.33,              6.33,              5.76,    7.31
39.75,32.75,2017,03,30,              0.62,-999,              5.40,              7.06,    9.77
39.75,32.75,2017,03,31,              0.33,-999,              2.94,              7.63,    7.71
39.75,32.75,2017,04,01,              0.65,              6.13,              5.74,              6.50,    7.82
39.75,32.75,2017,04,02,              0.70,              6.31,              6.24,              5.81,    7.78
39.75,32.75,2017,04,03,              0.70,              6.36,              6.28,              5.97,   10.05
39.75,32.75,2017,04,04,              0.65,              6.38,              5.93,              6.59,   10.96
39.75,32.75,2017,04,05,              0.49,-999,              4.51,              7.43,   13.23
39.75,32.75,2017,04,06,              0.49,-999,              4.46,              7.47,   12.33
